No.,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
731,-117.05,32.8,25,1905,250,865,253,6.4797,249000,<1H OCEAN
732,-117.02,32.8,27,2369,370,927,374,4.1162,177200,<1H OCEAN
733,-117.03,32.82,16,1765,289,743,280,4.9744,209700,<1H OCEAN
734,-117.06,32.56,17,2803,683,2768,676,1.7958,140400,NEAR OCEAN
735,-117.1,32.58,29,1061,202,759,206,4.8646,136800,NEAR OCEAN
736,-117.09,32.65,25,3509,985,2359,899,2.6296,150000,NEAR OCEAN
737,-117.11,32.62,27,1846,509,1078,482,2.1719,131500,NEAR OCEAN
738,-117.06,32.61,24,4369,1353,3123,1247,2.0571,152300,NEAR OCEAN
739,-117.04,32.62,27,1710,282,1089,297,4.6793,151900,NEAR OCEAN
740,-117.03,32.61,22,1028,148,523,152,6.0086,166900,NEAR OCEAN
741,-117.02,32.66,19,771,,376,108,6.6272,273600,NEAR OCEAN
742,-116.97,32.76,26,2460,313,838,299,5.9878,270700,<1H OCEAN
743,-116.99,32.7,15,3660,622,2629,612,4.0444,150100,NEAR OCEAN
744,-117.04,32.75,36,2297,418,1070,392,3.5192,144000,NEAR OCEAN
745,-117.01,32.76,22,3626,824,1800,769,2.8594,189600,<1H OCEAN
746,-116.95,32.81,15,2619,599,1513,537,2.543,100000,<1H OCEAN
747,-116.88,32.86,9,3049,471,1527,515,5.0733,196600,<1H OCEAN
748,-117.05,32.96,18,3593,661,1992,626,4.8295,165800,<1H OCEAN
749,-117.07,33.02,17,2863,665,715,467,2.6048,148200,<1H OCEAN
750,-117.11,32.91,15,1840,235,855,241,7.5992,310600,<1H OCEAN
751,-117.08,32.91,16,1653,228,690,224,6.5853,248400,<1H OCEAN
752,-117.07,33.01,5,5870,977,1917,842,5.1998,294100,<1H OCEAN
753,-117.09,32.98,23,1125,273,687,308,2.3182,268800,<1H OCEAN
754,-117.26,33.05,14,2323,373,1057,372,6.2513,240900,NEAR OCEAN
755,-117.3,32.96,30,1226,205,380,151,4.2875,500001,NEAR OCEAN
756,-117.26,32.99,16,2127,512,1532,499,2.7348,231300,NEAR OCEAN
757,-117.31,32.98,17,2789,648,849,345,4.1012,244700,NEAR OCEAN
758,-117.34,33.21,12,5963,1372,3015,1124,2.7386,216100,NEAR OCEAN
759,-117.32,33.22,15,4784,1039,1810,986,2.4375,108900,NEAR OCEAN
760,-117.27,33.22,5,2283,337,999,325,5.0249,196700,<1H OCEAN
761,-117.28,33.19,5,2697,639,1633,580,3.4456,165800,NEAR OCEAN
762,-117.23,33.2,29,3372,720,1770,693,3.5109,166000,<1H OCEAN
763,-117.21,33.19,21,3765,612,1722,593,4.8152,218500,<1H OCEAN
764,-117.14,33.15,17,1149,182,702,192,5.5696,168400,<1H OCEAN
765,-117.13,33.14,5,2618,539,1320,512,4.1053,171400,<1H OCEAN
766,-117.12,33.14,16,1710,272,1025,267,4.1641,163600,<1H OCEAN
767,-117.23,33.1,4,1862,291,685,248,7.745,237400,NEAR OCEAN
768,-117.08,33.09,23,3792,624,1988,658,4.7566,178300,<1H OCEAN
769,-117.07,33.11,31,2055,473,1326,427,3.0915,139900,<1H OCEAN
770,-117.04,33.09,16,4677,581,1902,566,6.1834,335600,<1H OCEAN
771,-116.78,33,7,12480,1946,5102,1697,5.5102,221000,<1H OCEAN
772,-116.32,33.28,19,1791,367,327,185,3.3625,100000,INLAND
773,-122.41,37.8,30,1821,738,1648,684,0.8836,450000,NEAR BAY
774,-122.42,37.8,52,2797,685,1156,651,4.3472,500001,NEAR BAY
775,-122.45,37.79,52,1457,215,495,208,10.7097,500001,NEAR BAY
776,-122.46,37.79,52,899,96,304,110,14.2959,500001,NEAR BAY
777,-122.46,37.79,52,2106,373,743,348,5.2909,500001,NEAR BAY
778,-122.41,37.77,52,1963,565,1628,524,2.6083,193800,NEAR BAY
779,-122.42,37.76,52,1494,610,1630,590,1.65,265000,NEAR BAY
780,-122.4,37.76,52,1185,246,480,253,4.4074,277300,NEAR BAY
781,-122.39,37.74,42,4110,846,2147,674,2.5694,201000,NEAR BAY
782,-122.41,37.74,48,409,86,148,70,3.6687,335000,NEAR BAY
783,-122.42,37.74,52,1271,353,1076,324,2.9911,263900,NEAR BAY
784,-122.42,37.73,46,1819,411,1534,406,4.0132,229400,NEAR BAY
785,-122.43,37.73,52,3602,738,2270,647,3.8934,251800,NEAR BAY
786,-122.44,37.72,48,2675,585,1773,540,3.9565,268500,NEAR BAY
787,-122.45,37.77,52,2602,,1330,647,3.5435,278600,NEAR BAY
788,-122.47,37.76,39,3200,689,1391,618,3.6346,338000,NEAR BAY
789,-122.47,37.76,48,2464,459,1179,458,4.4946,358600,NEAR BAY
790,-122.46,37.73,52,2673,349,876,338,7.8476,500001,NEAR BAY
791,-122.48,37.75,52,2074,401,1136,409,4.7703,331000,NEAR BAY
792,-122.48,37.73,52,1597,240,566,231,5.1681,500001,NEAR OCEAN
793,-122.5,37.75,45,1620,,941,328,4.3859,270200,NEAR OCEAN
794,-122.54,37.74,42,2006,415,1230,435,4.1786,271100,NEAR OCEAN
795,-122.49,37.78,52,3440,722,1663,665,3.0278,356300,NEAR BAY
796,-122.55,37.79,32,2131,625,1229,572,2.9201,322200,NEAR OCEAN
797,-121.29,37.96,52,287,119,154,85,0.8738,75000,INLAND
798,-121.32,37.97,46,2270,427,1097,453,3.3235,87800,INLAND
799,-121.29,37.97,52,2995,555,1392,503,1.7794,98800,INLAND
800,-121.29,37.99,30,1271,528,2019,524,1.5152,81300,INLAND
